t1,t2
"Chlorophyll_A, Chlorophyll_B, Lost_Chlorophyll_A",70.5
"Chlorophyll_A, Chlorophyll_B, Lost_Chlorophyll_B",74.1
"Chlorophyll_A, Chlorophyll_B, Seed_volume",64.6
"Chlorophyll_A, Chlorophyll_B, Seed_density",63.5
"Chlorophyll_A, Stress_Root_weight, Stress_Shoot_weight",63.9
"Chlorophyll_A, Stress_Root_weight, Stress_Root_length",53.5
"Chlorophyll_A, Stress_Root_weight, Stress_Shoot_length",58.2
"Chlorophyll_A, Stress_Root_weight, Stress_Root_Na+",42.2
"Chlorophyll_A, Stress_Root_weight, Stress_Root_K+",41.2
"Chlorophyll_A, Stress_Root_weight, Stress_Shoot_Na+",42.3
"Chlorophyll_A, Stress_Root_weight, Stress_Shoot_K+",40.3
"Chlorophyll_A, Stress_Root_weight, SES",57.3
"Chlorophyll_A, Stress_Root_weight, Stress_Chlorophyll_A",58.2
"Chlorophyll_A, Stress_Root_weight, Stress_Chlorophyll_B",57.9
"Chlorophyll_A, Stress_Root_weight, Width_WO_husk",41.2
"Chlorophyll_A, Stress_Root_weight, Length_WO_husk",43.1
"Chlorophyll_A, Stress_Root_weight, Height_WO_husk",46.8
"Chlorophyll_A, Stress_Root_weight, Seed_Weight",48.2
"Chlorophyll_A, Stress_Root_weight, Root_thickness",53.6
"Chlorophyll_A, Stress_Root_weight, Shoot_thickness",54.9
"Chlorophyll_A, Stress_Root_weight, Stress_Root_thickness",62.6
"Chlorophyll_A, Stress_Root_weight, Stress_Shoot_thickness",62.2
"Chlorophyll_A, Stress_Root_weight, Lost_Root_weight",43
"Chlorophyll_A, Stress_Root_weight, Lost_Shoot_weight",47.7
"Chlorophyll_A, Stress_Root_weight, Lost_Root_length",41.3
"Chlorophyll_A, Stress_Root_weight, Lost_Shoot_length",44.8
"Chlorophyll_A, Stress_Root_weight, Lost_Root_thickness",40.5
"Chlorophyll_A, Stress_Root_weight, Lost_Shoot_thickness",42.9
"Chlorophyll_A, Stress_Root_weight, Lost_Chlorophyll_A",52.2
"Chlorophyll_A, Stress_Root_weight, Lost_Chlorophyll_B",51
"Chlorophyll_A, Stress_Root_weight, Seed_volume",47
"Chlorophyll_A, Stress_Root_weight, Seed_density",38.9
"Chlorophyll_A, Stress_Shoot_weight, Stress_Root_length",51.4
"Chlorophyll_A, Stress_Shoot_weight, Stress_Shoot_length",62.2
"Chlorophyll_A, Stress_Shoot_weight, Stress_Root_Na+",42.5
"Chlorophyll_A, Stress_Shoot_weight, Stress_Root_K+",41.5
"Chlorophyll_A, Stress_Shoot_weight, Stress_Shoot_Na+",44.3
"Chlorophyll_A, Stress_Shoot_weight, Stress_Shoot_K+",40.8
"Chlorophyll_A, Stress_Shoot_weight, SES",61
"Chlorophyll_A, Stress_Shoot_weight, Stress_Chlorophyll_A",62.1
"Chlorophyll_A, Stress_Shoot_weight, Stress_Chlorophyll_B",60.8
"Chlorophyll_A, Stress_Shoot_weight, Width_WO_husk",42.1
"Chlorophyll_A, Stress_Shoot_weight, Length_WO_husk",44.7
"Chlorophyll_A, Stress_Shoot_weight, Height_WO_husk",47.7
"Chlorophyll_A, Stress_Shoot_weight, Seed_Weight",49.6
"Chlorophyll_A, Stress_Shoot_weight, Root_thickness",55.6
"Chlorophyll_A, Stress_Shoot_weight, Shoot_thickness",57.2
"Chlorophyll_A, Stress_Shoot_weight, Stress_Root_thickness",58.9
"Chlorophyll_A, Stress_Shoot_weight, Stress_Shoot_thickness",66.5
"Chlorophyll_A, Stress_Shoot_weight, Lost_Root_weight",41.9
"Chlorophyll_A, Stress_Shoot_weight, Lost_Shoot_weight",48.1
"Chlorophyll_A, Stress_Shoot_weight, Lost_Root_length",43.1
"Chlorophyll_A, Stress_Shoot_weight, Lost_Shoot_length",44.6
"Chlorophyll_A, Stress_Shoot_weight, Lost_Root_thickness",43.3
"Chlorophyll_A, Stress_Shoot_weight, Lost_Shoot_thickness",43
"Chlorophyll_A, Stress_Shoot_weight, Lost_Chlorophyll_A",55.3
"Chlorophyll_A, Stress_Shoot_weight, Lost_Chlorophyll_B",52.6
"Chlorophyll_A, Stress_Shoot_weight, Seed_volume",48.6
"Chlorophyll_A, Stress_Shoot_weight, Seed_density",39.5
"Chlorophyll_A, Stress_Root_length, Stress_Shoot_length",53.6
"Chlorophyll_A, Stress_Root_length, Stress_Root_Na+",38.9
"Chlorophyll_A, Stress_Root_length, Stress_Root_K+",38.2
"Chlorophyll_A, Stress_Root_length, Stress_Shoot_Na+",37.3
"Chlorophyll_A, Stress_Root_length, Stress_Shoot_K+",38.4
"Chlorophyll_A, Stress_Root_length, SES",44.7
"Chlorophyll_A, Stress_Root_length, Stress_Chlorophyll_A",47.9
"Chlorophyll_A, Stress_Root_length, Stress_Chlorophyll_B",47.9
"Chlorophyll_A, Stress_Root_length, Width_WO_husk",38.4
"Chlorophyll_A, Stress_Root_length, Length_WO_husk",38.1
"Chlorophyll_A, Stress_Root_length, Height_WO_husk",43.5
"Chlorophyll_A, Stress_Root_length, Seed_Weight",41.7
"Chlorophyll_A, Stress_Root_length, Root_thickness",44.6
"Chlorophyll_A, Stress_Root_length, Shoot_thickness",49.6
"Chlorophyll_A, Stress_Root_length, Stress_Root_thickness",38.9
"Chlorophyll_A, Stress_Root_length, Stress_Shoot_thickness",48.1
"Chlorophyll_A, Stress_Root_length, Lost_Root_weight",41.7
"Chlorophyll_A, Stress_Root_length, Lost_Shoot_weight",47
"Chlorophyll_A, Stress_Root_length, Lost_Root_length",52.1
"Chlorophyll_A, Stress_Root_length, Lost_Shoot_length",45.5
"Chlorophyll_A, Stress_Root_length, Lost_Root_thickness",42.6
"Chlorophyll_A, Stress_Root_length, Lost_Shoot_thickness",42.7
"Chlorophyll_A, Stress_Root_length, Lost_Chlorophyll_A",46.9
"Chlorophyll_A, Stress_Root_length, Lost_Chlorophyll_B",47.1
"Chlorophyll_A, Stress_Root_length, Seed_volume",41.9
"Chlorophyll_A, Stress_Root_length, Seed_density",37
"Chlorophyll_A, Stress_Shoot_length, Stress_Root_Na+",41.9
"Chlorophyll_A, Stress_Shoot_length, Stress_Root_K+",40.9
"Chlorophyll_A, Stress_Shoot_length, Stress_Shoot_Na+",44.2
"Chlorophyll_A, Stress_Shoot_length, Stress_Shoot_K+",41.3
"Chlorophyll_A, Stress_Shoot_length, SES",53.9
"Chlorophyll_A, Stress_Shoot_length, Stress_Chlorophyll_A",56.5
"Chlorophyll_A, Stress_Shoot_length, Stress_Chlorophyll_B",56.3
"Chlorophyll_A, Stress_Shoot_length, Width_WO_husk",41.2
"Chlorophyll_A, Stress_Shoot_length, Length_WO_husk",43.7
"Chlorophyll_A, Stress_Shoot_length, Height_WO_husk",47
"Chlorophyll_A, Stress_Shoot_length, Seed_Weight",47.2
"Chlorophyll_A, Stress_Shoot_length, Root_thickness",53.7
"Chlorophyll_A, Stress_Shoot_length, Shoot_thickness",53.2
"Chlorophyll_A, Stress_Shoot_length, Stress_Root_thickness",51.6
"Chlorophyll_A, Stress_Shoot_length, Stress_Shoot_thickness",54.2
"Chlorophyll_A, Stress_Shoot_length, Lost_Root_weight",43
"Chlorophyll_A, Stress_Shoot_length, Lost_Shoot_weight",49.2
"Chlorophyll_A, Stress_Shoot_length, Lost_Root_length",45.9
"Chlorophyll_A, Stress_Shoot_length, Lost_Shoot_length",44.5
"Chlorophyll_A, Stress_Shoot_length, Lost_Root_thickness",45.4
"Chlorophyll_A, Stress_Shoot_length, Lost_Shoot_thickness",43.5
"Chlorophyll_A, Stress_Shoot_length, Lost_Chlorophyll_A",49.3
"Chlorophyll_A, Stress_Shoot_length, Lost_Chlorophyll_B",48.6
"Chlorophyll_A, Stress_Shoot_length, Seed_volume",46.8
"Chlorophyll_A, Stress_Shoot_length, Seed_density",39.9
"Chlorophyll_A, Stress_Root_Na+, Stress_Root_K+",64.5
"Chlorophyll_A, Stress_Root_Na+, Stress_Shoot_Na+",36.5
"Chlorophyll_A, Stress_Root_Na+, Stress_Shoot_K+",39.9
"Chlorophyll_A, Stress_Root_Na+, SES",38.5
"Chlorophyll_A, Stress_Root_Na+, Stress_Chlorophyll_A",40.6
"Chlorophyll_A, Stress_Root_Na+, Stress_Chlorophyll_B",41.8
"Chlorophyll_A, Stress_Root_Na+, Width_WO_husk",37.4
"Chlorophyll_A, Stress_Root_Na+, Length_WO_husk",36.4
"Chlorophyll_A, Stress_Root_Na+, Height_WO_husk",40.1
"Chlorophyll_A, Stress_Root_Na+, Seed_Weight",39.3
"Chlorophyll_A, Stress_Root_Na+, Root_thickness",44
"Chlorophyll_A, Stress_Root_Na+, Shoot_thickness",46.7
"Chlorophyll_A, Stress_Root_Na+, Stress_Root_thickness",41
"Chlorophyll_A, Stress_Root_Na+, Stress_Shoot_thickness",41.1
"Chlorophyll_A, Stress_Root_Na+, Lost_Root_weight",41.9
"Chlorophyll_A, Stress_Root_Na+, Lost_Shoot_weight",46.8
"Chlorophyll_A, Stress_Root_Na+, Lost_Root_length",38
"Chlorophyll_A, Stress_Root_Na+, Lost_Shoot_length",45.3
"Chlorophyll_A, Stress_Root_Na+, Lost_Root_thickness",40.8
"Chlorophyll_A, Stress_Root_Na+, Lost_Shoot_thickness",43
"Chlorophyll_A, Stress_Root_Na+, Lost_Chlorophyll_A",45
"Chlorophyll_A, Stress_Root_Na+, Lost_Chlorophyll_B",46.4
"Chlorophyll_A, Stress_Root_Na+, Seed_volume",38.8
"Chlorophyll_A, Stress_Root_Na+, Seed_density",34.6
"Chlorophyll_A, Stress_Root_K+, Stress_Shoot_Na+",39.4
"Chlorophyll_A, Stress_Root_K+, Stress_Shoot_K+",39.9
"Chlorophyll_A, Stress_Root_K+, SES",37.5
"Chlorophyll_A, Stress_Root_K+, Stress_Chlorophyll_A",41.2
"Chlorophyll_A, Stress_Root_K+, Stress_Chlorophyll_B",42.3
"Chlorophyll_A, Stress_Root_K+, Width_WO_husk",37.7
"Chlorophyll_A, Stress_Root_K+, Length_WO_husk",37.5
"Chlorophyll_A, Stress_Root_K+, Height_WO_husk",39.6
"Chlorophyll_A, Stress_Root_K+, Seed_Weight",38.5
"Chlorophyll_A, Stress_Root_K+, Root_thickness",44.5
"Chlorophyll_A, Stress_Root_K+, Shoot_thickness",46.6
"Chlorophyll_A, Stress_Root_K+, Stress_Root_thickness",39.9
"Chlorophyll_A, Stress_Root_K+, Stress_Shoot_thickness",40.4
"Chlorophyll_A, Stress_Root_K+, Lost_Root_weight",42.6
"Chlorophyll_A, Stress_Root_K+, Lost_Shoot_weight",46.8
"Chlorophyll_A, Stress_Root_K+, Lost_Root_length",37.6
"Chlorophyll_A, Stress_Root_K+, Lost_Shoot_length",44.6
"Chlorophyll_A, Stress_Root_K+, Lost_Root_thickness",42.4
"Chlorophyll_A, Stress_Root_K+, Lost_Shoot_thickness",43.9
"Chlorophyll_A, Stress_Root_K+, Lost_Chlorophyll_A",44.8
"Chlorophyll_A, Stress_Root_K+, Lost_Chlorophyll_B",46.2
"Chlorophyll_A, Stress_Root_K+, Seed_volume",38.2
"Chlorophyll_A, Stress_Root_K+, Seed_density",33.9
"Chlorophyll_A, Stress_Shoot_Na+, Stress_Shoot_K+",37.2
"Chlorophyll_A, Stress_Shoot_Na+, SES",41.4
"Chlorophyll_A, Stress_Shoot_Na+, Stress_Chlorophyll_A",45.8
"Chlorophyll_A, Stress_Shoot_Na+, Stress_Chlorophyll_B",45.9
"Chlorophyll_A, Stress_Shoot_Na+, Width_WO_husk",37.4
"Chlorophyll_A, Stress_Shoot_Na+, Length_WO_husk",38.1
"Chlorophyll_A, Stress_Shoot_Na+, Height_WO_husk",38.9
"Chlorophyll_A, Stress_Shoot_Na+, Seed_Weight",41.5
"Chlorophyll_A, Stress_Shoot_Na+, Root_thickness",45.2
"Chlorophyll_A, Stress_Shoot_Na+, Shoot_thickness",46.6
"Chlorophyll_A, Stress_Shoot_Na+, Stress_Root_thickness",42
"Chlorophyll_A, Stress_Shoot_Na+, Stress_Shoot_thickness",42.1
"Chlorophyll_A, Stress_Shoot_Na+, Lost_Root_weight",41.9
"Chlorophyll_A, Stress_Shoot_Na+, Lost_Shoot_weight",46.7
"Chlorophyll_A, Stress_Shoot_Na+, Lost_Root_length",37.5
"Chlorophyll_A, Stress_Shoot_Na+, Lost_Shoot_length",44.3
"Chlorophyll_A, Stress_Shoot_Na+, Lost_Root_thickness",40.6
"Chlorophyll_A, Stress_Shoot_Na+, Lost_Shoot_thickness",43.6
"Chlorophyll_A, Stress_Shoot_Na+, Lost_Chlorophyll_A",46.7
"Chlorophyll_A, Stress_Shoot_Na+, Lost_Chlorophyll_B",47.3
"Chlorophyll_A, Stress_Shoot_Na+, Seed_volume",40.4
"Chlorophyll_A, Stress_Shoot_Na+, Seed_density",35.8
"Chlorophyll_A, Stress_Shoot_K+, SES",36.1
"Chlorophyll_A, Stress_Shoot_K+, Stress_Chlorophyll_A",41.3
"Chlorophyll_A, Stress_Shoot_K+, Stress_Chlorophyll_B",42.4
"Chlorophyll_A, Stress_Shoot_K+, Width_WO_husk",36.1
"Chlorophyll_A, Stress_Shoot_K+, Length_WO_husk",38.1
"Chlorophyll_A, Stress_Shoot_K+, Height_WO_husk",37
"Chlorophyll_A, Stress_Shoot_K+, Seed_Weight",38
"Chlorophyll_A, Stress_Shoot_K+, Root_thickness",44.5
"Chlorophyll_A, Stress_Shoot_K+, Shoot_thickness",46.9
"Chlorophyll_A, Stress_Shoot_K+, Stress_Root_thickness",39.2
"Chlorophyll_A, Stress_Shoot_K+, Stress_Shoot_thickness",39.3
"Chlorophyll_A, Stress_Shoot_K+, Lost_Root_weight",43.2
"Chlorophyll_A, Stress_Shoot_K+, Lost_Shoot_weight",47
"Chlorophyll_A, Stress_Shoot_K+, Lost_Root_length",37.8
"Chlorophyll_A, Stress_Shoot_K+, Lost_Shoot_length",44.3
"Chlorophyll_A, Stress_Shoot_K+, Lost_Root_thickness",41.8
"Chlorophyll_A, Stress_Shoot_K+, Lost_Shoot_thickness",43.5
"Chlorophyll_A, Stress_Shoot_K+, Lost_Chlorophyll_A",45.1
"Chlorophyll_A, Stress_Shoot_K+, Lost_Chlorophyll_B",46.4
"Chlorophyll_A, Stress_Shoot_K+, Seed_volume",37.7
"Chlorophyll_A, Stress_Shoot_K+, Seed_density",36.1
"Chlorophyll_A, SES, Stress_Chlorophyll_A",59.7
"Chlorophyll_A, SES, Stress_Chlorophyll_B",57.9
"Chlorophyll_A, SES, Width_WO_husk",38.3
"Chlorophyll_A, SES, Length_WO_husk",40.5
"Chlorophyll_A, SES, Height_WO_husk",42.2
"Chlorophyll_A, SES, Seed_Weight",45
"Chlorophyll_A, SES, Root_thickness",49.5
"Chlorophyll_A, SES, Shoot_thickness",50.1
"Chlorophyll_A, SES, Stress_Root_thickness",54.7
"Chlorophyll_A, SES, Stress_Shoot_thickness",60.2
"Chlorophyll_A, SES, Lost_Root_weight",43
"Chlorophyll_A, SES, Lost_Shoot_weight",46.5
"Chlorophyll_A, SES, Lost_Root_length",39.9
"Chlorophyll_A, SES, Lost_Shoot_length",44.7
"Chlorophyll_A, SES, Lost_Root_thickness",40.2
"Chlorophyll_A, SES, Lost_Shoot_thickness",46.8
"Chlorophyll_A, SES, Lost_Chlorophyll_A",58.4
"Chlorophyll_A, SES, Lost_Chlorophyll_B",55.9
"Chlorophyll_A, SES, Seed_volume",43.5
"Chlorophyll_A, SES, Seed_density",35.9
"Chlorophyll_A, Stress_Chlorophyll_A, Stress_Chlorophyll_B",68.1
"Chlorophyll_A, Stress_Chlorophyll_A, Width_WO_husk",39.8
"Chlorophyll_A, Stress_Chlorophyll_A, Length_WO_husk",44.7
"Chlorophyll_A, Stress_Chlorophyll_A, Height_WO_husk",42.5
"Chlorophyll_A, Stress_Chlorophyll_A, Seed_Weight",45.6
"Chlorophyll_A, Stress_Chlorophyll_A, Root_thickness",53.8
"Chlorophyll_A, Stress_Chlorophyll_A, Shoot_thickness",53.9
"Chlorophyll_A, Stress_Chlorophyll_A, Stress_Root_thickness",54.5
"Chlorophyll_A, Stress_Chlorophyll_A, Stress_Shoot_thickness",60.9
"Chlorophyll_A, Stress_Chlorophyll_A, Lost_Root_weight",42.2
"Chlorophyll_A, Stress_Chlorophyll_A, Lost_Shoot_weight",47.6
"Chlorophyll_A, Stress_Chlorophyll_A, Lost_Root_length",42.3
"Chlorophyll_A, Stress_Chlorophyll_A, Lost_Shoot_length",45.1
"Chlorophyll_A, Stress_Chlorophyll_A, Lost_Root_thickness",43.9
"Chlorophyll_A, Stress_Chlorophyll_A, Lost_Shoot_thickness",43.1
"Chlorophyll_A, Stress_Chlorophyll_A, Lost_Chlorophyll_A",62.4
"Chlorophyll_A, Stress_Chlorophyll_A, Lost_Chlorophyll_B",59.5
"Chlorophyll_A, Stress_Chlorophyll_A, Seed_volume",44.3
"Chlorophyll_A, Stress_Chlorophyll_A, Seed_density",39.7
"Chlorophyll_A, Stress_Chlorophyll_B, Width_WO_husk",40.9
"Chlorophyll_A, Stress_Chlorophyll_B, Length_WO_husk",45.5
"Chlorophyll_A, Stress_Chlorophyll_B, Height_WO_husk",42.8
"Chlorophyll_A, Stress_Chlorophyll_B, Seed_Weight",46
"Chlorophyll_A, Stress_Chlorophyll_B, Root_thickness",53.6
"Chlorophyll_A, Stress_Chlorophyll_B, Shoot_thickness",54.1
"Chlorophyll_A, Stress_Chlorophyll_B, Stress_Root_thickness",54.6
"Chlorophyll_A, Stress_Chlorophyll_B, Stress_Shoot_thickness",59.3
"Chlorophyll_A, Stress_Chlorophyll_B, Lost_Root_weight",42.6
"Chlorophyll_A, Stress_Chlorophyll_B, Lost_Shoot_weight",48.3
"Chlorophyll_A, Stress_Chlorophyll_B, Lost_Root_length",42
"Chlorophyll_A, Stress_Chlorophyll_B, Lost_Shoot_length",45.6
"Chlorophyll_A, Stress_Chlorophyll_B, Lost_Root_thickness",44
"Chlorophyll_A, Stress_Chlorophyll_B, Lost_Shoot_thickness",42.6
"Chlorophyll_A, Stress_Chlorophyll_B, Lost_Chlorophyll_A",60.4
"Chlorophyll_A, Stress_Chlorophyll_B, Lost_Chlorophyll_B",59.7
"Chlorophyll_A, Stress_Chlorophyll_B, Seed_volume",44.8
"Chlorophyll_A, Stress_Chlorophyll_B, Seed_density",40.9
"Chlorophyll_A, Width_WO_husk, Length_WO_husk",41.8
"Chlorophyll_A, Width_WO_husk, Height_WO_husk",58.1
"Chlorophyll_A, Width_WO_husk, Seed_Weight",55
"Chlorophyll_A, Width_WO_husk, Root_thickness",43.5
"Chlorophyll_A, Width_WO_husk, Shoot_thickness",46.6
"Chlorophyll_A, Width_WO_husk, Stress_Root_thickness",39.6
"Chlorophyll_A, Width_WO_husk, Stress_Shoot_thickness",41.1
"Chlorophyll_A, Width_WO_husk, Lost_Root_weight",41.9
"Chlorophyll_A, Width_WO_husk, Lost_Shoot_weight",46.6
"Chlorophyll_A, Width_WO_husk, Lost_Root_length",41.7
"Chlorophyll_A, Width_WO_husk, Lost_Shoot_length",44.8
"Chlorophyll_A, Width_WO_husk, Lost_Root_thickness",42.6
"Chlorophyll_A, Width_WO_husk, Lost_Shoot_thickness",42.7
"Chlorophyll_A, Width_WO_husk, Lost_Chlorophyll_A",45.3
"Chlorophyll_A, Width_WO_husk, Lost_Chlorophyll_B",46.8
"Chlorophyll_A, Width_WO_husk, Seed_volume",58.2
"Chlorophyll_A, Width_WO_husk, Seed_density",45.7
"Chlorophyll_A, Length_WO_husk, Height_WO_husk",37
"Chlorophyll_A, Length_WO_husk, Seed_Weight",50.6
"Chlorophyll_A, Length_WO_husk, Root_thickness",51.2
"Chlorophyll_A, Length_WO_husk, Shoot_thickness",50
"Chlorophyll_A, Length_WO_husk, Stress_Root_thickness",42.2
"Chlorophyll_A, Length_WO_husk, Stress_Shoot_thickness",43.5
"Chlorophyll_A, Length_WO_husk, Lost_Root_weight",44.6
"Chlorophyll_A, Length_WO_husk, Lost_Shoot_weight",49.2
"Chlorophyll_A, Length_WO_husk, Lost_Root_length",39.1
"Chlorophyll_A, Length_WO_husk, Lost_Shoot_length",45.5
"Chlorophyll_A, Length_WO_husk, Lost_Root_thickness",47.1
"Chlorophyll_A, Length_WO_husk, Lost_Shoot_thickness",44.6
"Chlorophyll_A, Length_WO_husk, Lost_Chlorophyll_A",45.8
"Chlorophyll_A, Length_WO_husk, Lost_Chlorophyll_B",47.1
"Chlorophyll_A, Length_WO_husk, Seed_volume",48.7
"Chlorophyll_A, Length_WO_husk, Seed_density",36.8
"Chlorophyll_A, Height_WO_husk, Seed_Weight",56.7
"Chlorophyll_A, Height_WO_husk, Root_thickness",44.3
"Chlorophyll_A, Height_WO_husk, Shoot_thickness",49.7
"Chlorophyll_A, Height_WO_husk, Stress_Root_thickness",43.5
"Chlorophyll_A, Height_WO_husk, Stress_Shoot_thickness",45.8
"Chlorophyll_A, Height_WO_husk, Lost_Root_weight",42.4
"Chlorophyll_A, Height_WO_husk, Lost_Shoot_weight",48.2
"Chlorophyll_A, Height_WO_husk, Lost_Root_length",40.5
"Chlorophyll_A, Height_WO_husk, Lost_Shoot_length",45.6
"Chlorophyll_A, Height_WO_husk, Lost_Root_thickness",40.2
"Chlorophyll_A, Height_WO_husk, Lost_Shoot_thickness",43.5
"Chlorophyll_A, Height_WO_husk, Lost_Chlorophyll_A",45.3
"Chlorophyll_A, Height_WO_husk, Lost_Chlorophyll_B",47.3
"Chlorophyll_A, Height_WO_husk, Seed_volume",60.3
"Chlorophyll_A, Height_WO_husk, Seed_density",47.6
"Chlorophyll_A, Seed_Weight, Root_thickness",47.4
"Chlorophyll_A, Seed_Weight, Shoot_thickness",52.5
"Chlorophyll_A, Seed_Weight, Stress_Root_thickness",45.8
"Chlorophyll_A, Seed_Weight, Stress_Shoot_thickness",48.4
"Chlorophyll_A, Seed_Weight, Lost_Root_weight",43.6
"Chlorophyll_A, Seed_Weight, Lost_Shoot_weight",49.9
"Chlorophyll_A, Seed_Weight, Lost_Root_length",40.6
"Chlorophyll_A, Seed_Weight, Lost_Shoot_length",46.1
"Chlorophyll_A, Seed_Weight, Lost_Root_thickness",41.7
"Chlorophyll_A, Seed_Weight, Lost_Shoot_thickness",44.6
"Chlorophyll_A, Seed_Weight, Lost_Chlorophyll_A",45.3
"Chlorophyll_A, Seed_Weight, Lost_Chlorophyll_B",46.4
"Chlorophyll_A, Seed_Weight, Seed_volume",65.3
"Chlorophyll_A, Seed_Weight, Seed_density",37.4
"Chlorophyll_A, Root_thickness, Shoot_thickness",61.6
"Chlorophyll_A, Root_thickness, Stress_Root_thickness",54
"Chlorophyll_A, Root_thickness, Stress_Shoot_thickness",53.7
"Chlorophyll_A, Root_thickness, Lost_Root_weight",57.4
"Chlorophyll_A, Root_thickness, Lost_Shoot_weight",58.9
"Chlorophyll_A, Root_thickness, Lost_Root_length",43.3
"Chlorophyll_A, Root_thickness, Lost_Shoot_length",52.1
"Chlorophyll_A, Root_thickness, Lost_Root_thickness",63.2
"Chlorophyll_A, Root_thickness, Lost_Shoot_thickness",51.9
"Chlorophyll_A, Root_thickness, Lost_Chlorophyll_A",45
"Chlorophyll_A, Root_thickness, Lost_Chlorophyll_B",47.2
"Chlorophyll_A, Root_thickness, Seed_volume",46.5
"Chlorophyll_A, Root_thickness, Seed_density",43.1
"Chlorophyll_A, Shoot_thickness, Stress_Root_thickness",52.2
"Chlorophyll_A, Shoot_thickness, Stress_Shoot_thickness",56.4
"Chlorophyll_A, Shoot_thickness, Lost_Root_weight",56.4
"Chlorophyll_A, Shoot_thickness, Lost_Shoot_weight",68
"Chlorophyll_A, Shoot_thickness, Lost_Root_length",46.9
"Chlorophyll_A, Shoot_thickness, Lost_Shoot_length",53.1
"Chlorophyll_A, Shoot_thickness, Lost_Root_thickness",55.4
"Chlorophyll_A, Shoot_thickness, Lost_Shoot_thickness",63.7
"Chlorophyll_A, Shoot_thickness, Lost_Chlorophyll_A",47.9
"Chlorophyll_A, Shoot_thickness, Lost_Chlorophyll_B",50
"Chlorophyll_A, Shoot_thickness, Seed_volume",51.8
"Chlorophyll_A, Shoot_thickness, Seed_density",45.6
"Chlorophyll_A, Stress_Root_thickness, Stress_Shoot_thickness",58.9
"Chlorophyll_A, Stress_Root_thickness, Lost_Root_weight",43.6
"Chlorophyll_A, Stress_Root_thickness, Lost_Shoot_weight",47
"Chlorophyll_A, Stress_Root_thickness, Lost_Root_length",41.6
"Chlorophyll_A, Stress_Root_thickness, Lost_Shoot_length",45.6
"Chlorophyll_A, Stress_Root_thickness, Lost_Root_thickness",41.5
"Chlorophyll_A, Stress_Root_thickness, Lost_Shoot_thickness",43.5
"Chlorophyll_A, Stress_Root_thickness, Lost_Chlorophyll_A",49.4
"Chlorophyll_A, Stress_Root_thickness, Lost_Chlorophyll_B",49.5
"Chlorophyll_A, Stress_Root_thickness, Seed_volume",44.3
"Chlorophyll_A, Stress_Root_thickness, Seed_density",39
"Chlorophyll_A, Stress_Shoot_thickness, Lost_Root_weight",41.7
"Chlorophyll_A, Stress_Shoot_thickness, Lost_Shoot_weight",46.9
"Chlorophyll_A, Stress_Shoot_thickness, Lost_Root_length",40.4
"Chlorophyll_A, Stress_Shoot_thickness, Lost_Shoot_length",44.6
"Chlorophyll_A, Stress_Shoot_thickness, Lost_Root_thickness",41.4
"Chlorophyll_A, Stress_Shoot_thickness, Lost_Shoot_thickness",44.7
"Chlorophyll_A, Stress_Shoot_thickness, Lost_Chlorophyll_A",55.9
"Chlorophyll_A, Stress_Shoot_thickness, Lost_Chlorophyll_B",53
"Chlorophyll_A, Stress_Shoot_thickness, Seed_volume",47.3
"Chlorophyll_A, Stress_Shoot_thickness, Seed_density",38.1
"Chlorophyll_A, Lost_Root_weight, Lost_Shoot_weight",63.4
"Chlorophyll_A, Lost_Root_weight, Lost_Root_length",49.7
"Chlorophyll_A, Lost_Root_weight, Lost_Shoot_length",57.1
"Chlorophyll_A, Lost_Root_weight, Lost_Root_thickness",63
"Chlorophyll_A, Lost_Root_weight, Lost_Shoot_thickness",59.3
"Chlorophyll_A, Lost_Root_weight, Lost_Chlorophyll_A",51.9
"Chlorophyll_A, Lost_Root_weight, Lost_Chlorophyll_B",53.3
"Chlorophyll_A, Lost_Root_weight, Seed_volume",43.3
"Chlorophyll_A, Lost_Root_weight, Seed_density",41.9
"Chlorophyll_A, Lost_Shoot_weight, Lost_Root_length",51.1
"Chlorophyll_A, Lost_Shoot_weight, Lost_Shoot_length",63.3
"Chlorophyll_A, Lost_Shoot_weight, Lost_Root_thickness",58.8
"Chlorophyll_A, Lost_Shoot_weight, Lost_Shoot_thickness",69.2
"Chlorophyll_A, Lost_Shoot_weight, Lost_Chlorophyll_A",54.7
"Chlorophyll_A, Lost_Shoot_weight, Lost_Chlorophyll_B",55.9
"Chlorophyll_A, Lost_Shoot_weight, Seed_volume",49.5
"Chlorophyll_A, Lost_Shoot_weight, Seed_density",46.4
"Chlorophyll_A, Lost_Root_length, Lost_Shoot_length",54.2
"Chlorophyll_A, Lost_Root_length, Lost_Root_thickness",42.5
"Chlorophyll_A, Lost_Root_length, Lost_Shoot_thickness",47.7
"Chlorophyll_A, Lost_Root_length, Lost_Chlorophyll_A",51
"Chlorophyll_A, Lost_Root_length, Lost_Chlorophyll_B",50.4
"Chlorophyll_A, Lost_Root_length, Seed_volume",40.1
"Chlorophyll_A, Lost_Root_length, Seed_density",38
"Chlorophyll_A, Lost_Shoot_length, Lost_Root_thickness",50.7
"Chlorophyll_A, Lost_Shoot_length, Lost_Shoot_thickness",53.3
"Chlorophyll_A, Lost_Shoot_length, Lost_Chlorophyll_A",54.2
"Chlorophyll_A, Lost_Shoot_length, Lost_Chlorophyll_B",54.7
