accession_name,Treatment,Root weight,Shoot weight,Root length,Shoot length,Root Na+,Root K+,Shoot Na+,Shoot K+,SES,Chlorophyll A,Chlorophyll B
IRGC 29004,Control,77,850,7,50,,,,,,0.021304328,0.02030504
IRGC 29036,Control,77,804,8,54,,,,,,0.019078778,0.01832948
IRGC 29036,Control,57,799,8,56,,,,,,0.014777652,0.01425312
IRGC 29072,Stress,43,213,7.5,31,,,,,7,0.00955182,0.00966368
IRGC 29089,Control,,,,,,,,,,0.022623618,0.02310072
IRGC 29089,Stress,68,498,9.5,44,,,,,5,0.016452228,0.01542674
IRGC 29116,Control,,,,,,,,,,0.016021554,0.01525504
IRGC 29116,Stress,31,204,8.5,35.5,,,,,9,0.003932206,0.0044743
IRGC 29146,Stress,,,,,,,,,6,0.015760904,0.01524898
IRGC 29146,Stress,,,,,,,,,,,
IRGC 29283,Control,174,880,4.5,58,,,,,,0.015222762,0.0142107
IRGC 29283,Stress,43,239,10,42.5,,,,,9,,
IRGC 29294,Control,38,572,7,49.5,,,,,,0.0186064,0.01820222
IRGC 29294,Stress,,,,,,,,,9,0.00355286,0.00366428
IRGC 29294,Stress,35,192,8.5,41,,,,,,,
IRGC 29294,Stress,,,,,,,,,,,
IRGC 29416,Control,123,1290,7.5,61,,,,,,0.024185112,0.03064744
IRGC 29416,Stress,114,628,13.5,49.25,,,,,7,0.016608618,0.0155742
IRGC 29432,Control,,,,,,,,,,0.024185914,0.02734878
IRGC 29432,Control,57,691,6.5,40,,,,,,,
IRGC 31611,Stress,112,726,10.5,46.5,,,,,6,0.019269654,0.01890922
IRGC 31618,Control,93,518,9.5,54,,,,,,0.014549884,0.01381074
IRGC 31665,Control,145,987,7.5,58,,,,,,0.01184153,0.01121706
IRGC 31801,Stress,118,551,12,50,,,,,7,0.01889111,0.01884256
IRGC 31832,Control,105,615,6.5,59.2,,,,,,0.019910452,0.02000002
IRGC 31832,Stress,117,634,8,48,,,,,6,0.024507516,0.02880924
IRGC 31841,Stress,177,780,11.5,41,,,,,5,0.019874362,0.0191698
IRGC 32816,Control,202,987,8,58.5,,,,,,0.015965414,0.0147258
IRGC 34699,Control,98,795,5.5,53,,,,,,0.013018866,0.0125644
IRGC 37086,Control,94,751,5,54,,,,,,0.016048822,0.01536614
IRGC 37182,Control,106,860,7,55.5,,,,,,0.016788266,0.0162711
IRGC 37252,Stress,107,458,11,46.5,,,,,7,0.021791142,0.02185236
IRGC 37272,Control,118,1105,7.5,69.5,,,,,,0.016075288,0.0154328
IRGC 37346,Control,35,396,3.5,50,,,,,,0.015861154,0.01503688
IRGC 37468,Control,148,1176,9,63,,,,,,0.017743448,0.02047068
IRGC 37478,Stress,69,354,8.5,37.75,,,,,7,0.017152374,0.0208565
IRGC 37550,Control,103,870,7,59,,,,,,0.016955884,0.01608526
IRGC 37562,Control,94,978,6,47,,,,,,0.017813222,0.0173922
IRGC 37596,Control,49,315,5.5,39.5,,,,,,0.017075382,0.01652966
IRGC 37837,Control,143,1374,7.5,52,,,,,,0.021679664,0.02300174
IRGC 37837,Control,61,667,5,45,,,,,,0.013338864,0.01271994
IRGC 37837,Stress,65,384,10.5,32,,,,,6,0.015543562,0.01491164
IRGC 37837,Stress,42,157,5,35,,,,,9,0.005947632,0.006262
IRGC 37837,Stress,88,496,11.5,43.75,,,,,7,9.22E-05,0.00023028
IRGC 37845,Control,,,,,,,,,,0.017385756,0.01681448
IRGC 37845,Control,80,787,5.5,53.5,,,,,,,
IRGC 37967,Control,53,583,3.5,53,,,,,,0.01841793,0.01765278
IRGC 37967,Control,70,704,5.5,53,,,,,,0.012645936,0.0118473
IRGC 38130,Stress,64,250,6,33,,,,,8,0.009885452,0.00947178
IRGC 38320,Stress,54,511,9,42.5,,,,,5,0.019355468,0.01884458
IRGC 38344,Control,105,947,5.5,63,,,,,,0.014717502,0.01389558
IRGC 38344,Stress,55,224,5.5,43.5,,,,,9,0.00779143,0.00765984
IRGC 38456,Control,,,7.5,59,,,,,,0.008422604,0.00822948
IRGC 38456,Control,90,934,2.5,11,,,,,,,
IRGC 38522,Stress,47,626,7.5,45.5,,,,,6,0.021963572,0.02214526
IRGC 39559,Control,88,617,6.5,54,,,,,,0.018459634,0.01782246
IRGC 39559,Control,49,547,5.5,50,,,,,,0.01481294,0.0143622
IRGC 43826,Control,81,475,8,46,,,,,,0.018390662,0.01795376
IRGC 43862,Stress,42,133,4.25,32,,,,,8,0.003041986,0.00327038
IRGC 43872,Stress,108,318,10,39,,,,,8,0.006471338,0.00717706
IRGC 43915,Control,57,562,3,36,,,,,,0.017396182,0.01673166
IRGC 43999,Control,138,1050,8,61,,,,,,0.01511369,0.01448542
IRGC 49182,Stress,115,335,10,42,,,,,9,0.009437936,0.0103323
IRGC 49242,Control,88,567,7.5,54,,,,,,0.012684432,0.01217454
IRGC 49257,Control,,,,,,,,,,0.016979944,0.01612768
IRGC 49333,Control,,,4.5,43,,,,,,,
IRGC 49375,Control,52,516,7.5,44.5,,,,,,0.018099536,0.01633574
IRGC 53500,Control,155,1127,10,56,,,,,,0.018186954,0.02113122
IRGC 53529,Control,71,582,6,45.5,,,,,,0.01964098,0.01927282
IRGC 53529,Control,48,352,4.5,49.5,,,,,,0.010242342,0.0097869
IRGC 53541,Control,,,,,,,,,,0.01625654,0.01561864
IRGC 58824,Control,218,1695,11,60,,,,,,0.027378676,0.04972836
IRGC 6046,Control,98,797,9.5,59.5,,,,,,0.020224836,0.01992124
IRGC 63517,Control,,,,,,,,,,0.012216064,0.01158066
IRGC 64778,Control,,,,,,,,,,0.017124304,0.01642058
IRGC 6534,Control,58,622,7.5,53,,,,,,0.022112744,0.02198972
IRGC 6586,Control,108,1063,6.5,68,,,,,,0.022908328,0.02676904
IRGC 6588,Control,233,1876,7.5,67,,,,,,0.022218608,0.02244826
IRGC 66815,Control,90,633,10.2,49.9,,,,,,0.01705854,0.01633372
IRGC 77258,Control,95,817,5.5,52,,,,,,0.022731086,0.02296336
IRGC 77267,Stress,29,133,8,29,,,,,9,0.000642402,0.00068882
IRGC 77279,Control,85,905,7.5,56.5,,,,,,0.016233282,0.01538432
IRGC 77279,Stress,77,503,6.25,39,,,,,5,0.021146334,0.020705
IRGC 77293,Control,113,925,5.5,43,,,,,,,
IRGC 77299,Stress,52,362,8,43.5,,,,,7,0.014790484,0.01447936
IRGC 82168,Control,,,,,,,,,,0.012982776,0.01247552
IRGC 82168,Stress,,,,,,,,,9,0.001767608,0.00188668
IRGC 83865,Control,49,250,6.5,35.5,,,,,,0.016947864,0.01646704
IRGC 8775,Control,41,445,5,43,,,,,,0.0249422,0.03221092
IRGC 8775,Control,48,313,6,45,,,,,,0.016856436,0.01714576
IRGC 8775,Stress,37,261,6,38,,,,,8,0.009380994,0.00929402
IRGC 8775,Stress,24,201,4.5,30.75,,,,,7,0.009385806,0.00927382
IRGC 8775,Stress,14,65,3.5,19,,,,,9,0.000286314,0.00031714
IRGC 8794,Control,160,954,10,56,,,,,,0.02164999,0.02188064
IRGC 8806,Control,58,631,6.5,47.5,,,,,,0.017781944,0.01695992
IRGC 8840,Control,94,415,6.5,47,,,,,,0.0167618,0.01631756
IRGC 28609,Control,109,1232,5.5,63,,,,,,0.019730002,0.01916374
IRGC 28609,Control,71,927,7.5,69,,,,,,0.01802896,0.01722656
IRGC 28609,Control,183,1730,7,63.5,,,,,,0.02377529,0.02534696
IRGC 28609,Stress,112,838,8,55,,,,,4,0.01417134,0.01349562
IRGC 28609,Stress,78,500,8.5,44.5,,,,,3,0.019612108,0.0187456
IRGC 28609,Stress,185,905,8,51.5,,,,,4,0.01875076,0.01753562
IRGC 28609,Control,115,1362,7,63.5,,,,,,0.020920972,0.02040402
IRGC 28609,Control,119,1087,6.5,61.5,,,,,,0.016803504,0.01605294
IRGC 28609,Control,273,1716,8,65.5,,,,,,0.0143959,0.01354612
IRGC 28609,Stress,,,,,,,,,,,
IRGC 28609,Stress,112,700,8.5,51.5,,,,,5,0.015980652,0.01482074
IRGC 28609,Stress,167,824,8.5,53,,,,,2,0.020155062,0.01934554
