uid,Width_WO_husk,Length_WO_husk,Height_WO_husk,Seed Weight,Treatment,Root weight,Shoot weight,Root length,Shoot length,Root Na+,Root K+,Shoot Na+,Shoot K+,SES,Chlorophyll A,Chlorophyll B,Serial no.,Iserial,accession_name
118_3,222.0,817.0,181.0,895.0,Control,70.0,786.0,6.5,52.5,0.022328244,0.19212188800000002,0.006622967,0.009373839,,0.01184153,0.01103324,118,3.0,IRGC 38145
118_4,219.0,821.0,176.0,897.0,Control,,,,,,,,,,,,118,,IRGC 38145
118_5,222.0,759.0,189.0,898.0,Control,,,,,,,,,,,,118,,IRGC 38145
119_1,243.0,783.0,185.0,981.0,Control,130.0,1095.0,5.5,71.0,0.018035483,0.080639168,0.003828535,0.010070606,,0.014381463999999998,0.01372186,119,1.0,IRGC 38149
119_2,237.0,795.0,192.0,982.0,Control,141.0,1192.0,4.5,66.0,0.017433713,0.108509848,0.004075623,0.182831661,,0.022675748,0.02262198,119,2.0,IRGC 38149
119_3,238.0,783.0,183.0,983.0,Control,119.0,1168.0,7.0,66.5,0.031380684,0.08528428099999999,0.003271675,0.001086957,,0.014992588000000001,0.014008700000000002,119,3.0,IRGC 38149
119_4,258.0,755.0,168.0,985.0,Control,,,,,,,,,,,,119,,IRGC 38149
119_5,235.0,797.0,186.0,986.0,Control,,,,,,,,,,,,119,,IRGC 38149
120_1,200.0,684.0,172.0,598.0,Control,,,,,0.034268171,0.127090301,0.007001711,0.007515793000000001,,,,120,1.0,IRGC 38251
120_2,199.0,633.0,162.0,598.0,Control,,,,,,,,,,,,120,,IRGC 38251
120_3,199.0,640.0,172.0,595.0,Control,,,,,,,,,,,,120,,IRGC 38251
120_4,208.0,554.0,160.0,593.0,Control,,,,,,,,,,,,120,,IRGC 38251
120_5,201.0,588.0,157.0,595.0,Control,,,,,,,,,,,,120,,IRGC 38251
121_1,242.0,593.0,168.0,748.0,Control,61.0,636.0,4.0,52.0,0.031380684,0.099219621,0.00599693,0.0013192120000000002,,,,121,1.0,IRGC 38293
121_2,241.0,663.0,171.0,754.0,Control,99.0,791.0,11.0,55.0,0.02615057,0.080639168,0.008537565,0.04264214,,0.017919888000000002,0.01721646,121,2.0,IRGC 38293
121_3,241.0,624.0,173.0,751.0,Control,,,,,0.017349817,0.224637681,0.004849225,0.007515793000000001,,0.012726938,0.01216242,121,3.0,IRGC 38293
121_4,232.0,675.0,162.0,750.0,Control,,,,,,,,,,,,121,,IRGC 38293
121_5,247.0,618.0,170.0,748.0,Control,,,,,,,,,,,,121,,IRGC 38293
122_1,231.0,639.0,175.0,700.0,Control,58.0,663.0,8.0,56.5,0.023600114,0.117800074,0.004726119,0.006819026,,0.015846718,0.01491568,122,1.0,IRGC 38320
122_2,243.0,652.0,171.0,700.0,Control,,,5.5,53.0,0.024824246,0.164251208,0.005570413000000001,0.131735414,,0.01978133,0.018987999999999998,122,2.0,IRGC 38320
122_3,242.0,643.0,180.0,704.0,Control,70.0,833.0,6.5,52.25,0.026653022000000002,0.15031586800000002,0.002501223,0.007980305,,0.023540303999999998,0.02474298,122,3.0,IRGC 38320
122_4,241.0,614.0,164.0,704.0,Control,,,,,,,,,,,,122,,IRGC 38320
122_5,242.0,633.0,180.0,703.0,Control,,,,,,,,,,,,122,,IRGC 38320
123_1,251.0,621.0,180.0,732.0,Control,87.0,1072.0,5.5,65.5,0.026873132999999997,0.21070234100000002,0.001841613,0.243218135,,0.018320086,0.02069894,123,1.0,IRGC 38344
123_2,234.0,630.0,187.0,730.0,Control,66.0,838.0,6.5,56.0,0.018302269,0.003883315,0.002181117,0.004338536,,0.019632158,0.0185335,123,2.0,IRGC 38344
123_3,228.0,624.0,180.0,728.0,Control,105.0,947.0,5.5,63.0,,,,,,0.014717502,0.01389558,123,3.0,IRGC 38344
123_4,224.0,602.0,170.0,731.0,Control,,,,,,,,,,,,123,,IRGC 38344
123_5,225.0,598.0,185.0,731.0,Control,,,,,,,,,,,,123,,IRGC 38344
124_1,226.0,630.0,171.0,749.0,Control,115.0,930.0,7.5,61.0,0.038018586,0.099219621,0.004661174000000001,0.031029357,,0.015720002,0.015049000000000002,124,1.0,IRGC 38361
124_2,232.0,646.0,175.0,745.0,Control,137.0,1113.0,7.5,58.0,0.023384777000000002,0.136380528,0.007214464,0.0042642140000000005,,0.01721092,0.01651552,124,2.0,IRGC 38361
124_3,240.0,654.0,174.0,746.0,Control,94.0,1233.0,7.0,64.0,0.031380684,0.080639168,0.0072095,0.173541434,,0.022439157999999997,0.0227149,124,3.0,IRGC 38361
124_4,231.0,637.0,164.0,750.0,Control,,,,,,,,,,,,124,,IRGC 38361
124_5,236.0,647.0,167.0,745.0,Control,,,,,,,,,,,,124,,IRGC 38361
125_1,246.0,669.0,157.0,859.0,Control,115.0,887.0,6.5,58.5,0.23083305699999998,2.339279078,0.002696648,0.154960981,,0.018774018,0.01820626,125,1.0,IRGC 38390
125_2,244.0,664.0,174.0,859.0,Control,94.0,1143.0,6.0,61.0,0.022724444,0.23392790800000002,0.004073374,0.009373839,,0.022571487999999997,0.02563178,125,2.0,IRGC 38390
125_3,242.0,728.0,172.0,859.0,Control,138.0,1342.0,6.5,58.0,0.019544097,0.219992568,0.0031482040000000004,0.003409513,,0.020260123999999997,0.01990912,125,3.0,IRGC 38390
125_4,245.0,751.0,191.0,860.0,Control,,,,,,,,,,,,125,,IRGC 38390
125_5,249.0,698.0,178.0,858.0,Control,,,,,,,,,,,,125,,IRGC 38390
126_1,255.0,550.0,188.0,773.0,Control,78.0,278.0,4.75,56.0,0.024798788999999998,0.15031586800000002,0.00526249,0.002364363,,0.016680798,0.01570348,126,1.0,IRGC 38416
126_2,253.0,608.0,196.0,774.0,Control,141.0,1082.0,4.5,59.5,0.022043367999999997,0.215347454,0.008184871,0.173541434,,0.014606826000000002,0.01388548,126,2.0,IRGC 38416
126_3,277.0,560.0,186.0,772.0,Control,130.0,1136.0,8.0,61.5,0.023761616,0.178186548,0.005441895,0.00821256,,0.014529833999999998,0.01399658,126,3.0,IRGC 38416
126_4,254.0,546.0,190.0,770.0,Control,,,,,,,,,,,,126,,IRGC 38416
126_5,261.0,670.0,197.0,778.0,Control,,,,,,,,,,,,126,,IRGC 38416
127_1,240.0,580.0,170.0,717.0,Control,67.0,458.0,6.5,46.5,0.011482649,0.243218135,0.0035426840000000004,0.008677072,,,,127,1.0,IRGC 38426
127_2,219.0,600.0,159.0,718.0,Control,56.0,753.0,7.5,62.5,0.7898851,0.002025269,0.0029833190000000003,0.0025966179999999998,,0.015733636000000002,0.01471368,127,2.0,IRGC 38426
127_3,232.0,622.0,174.0,715.0,Control,42.0,481.0,5.0,46.5,0.029418815,0.20141211399999998,0.002956682,0.003409513,,,,127,3.0,IRGC 38426
127_4,230.0,584.0,136.0,718.0,Control,,,,,,,,,,,,127,,IRGC 38426
127_5,237.0,630.0,180.0,718.0,Control,,,,,,,,,,,,127,,IRGC 38426
128_1,238.0,681.0,175.0,827.0,Control,,,7.5,59.0,,,,,,0.008422604,0.00822948,128,1.0,IRGC 38456
128_2,242.0,756.0,178.0,828.0,Control,90.0,934.0,2.5,11.0,,,,,,,,128,2.0,IRGC 38456
128_3,242.0,675.0,185.0,828.0,Control,66.0,666.0,5.5,56.5,0.070154331,0.057413600999999995,0.010414548000000001,0.003567447,,0.019341834,0.01860622,128,3.0,IRGC 38456
128_4,242.0,673.0,181.0,826.0,Control,,,,,,,,,,,,128,,IRGC 38456
128_5,258.0,628.0,168.0,824.0,Control,,,,,,,,,,,,128,,IRGC 38456
129_1,276.0,608.0,152.0,1083.0,Control,39.0,645.0,5.0,57.0,0.023761616,0.141025641,0.00351208,0.11464139699999999,,0.021097412000000003,0.02133322,129,1.0,IRGC 38522
129_2,298.0,652.0,196.0,1084.0,Control,77.0,939.0,7.0,60.5,0.024767672999999997,0.080639168,0.004701848,0.105351171,,0.0179648,0.01717202,129,2.0,IRGC 38522
129_3,318.0,624.0,196.0,1082.0,Control,83.0,1059.0,6.0,62.5,0.046894015,0.008020562,0.001452809,0.000703649,,0.013407033999999998,0.01265934,129,3.0,IRGC 38522
129_4,303.0,679.0,216.0,1082.0,Control,,,,,,,,,,,,129,,IRGC 38522
129_5,301.0,669.0,199.0,1083.0,Control,,,,,,,,,,,,129,,IRGC 38522
130_1,296.0,585.0,210.0,900.0,Control,95.0,1506.0,9.0,64.5,0.015510911,0.005276849,0.007686816,0.10070605699999999,,0.013486432,0.01296032,130,1.0,IRGC 38535
130_2,299.0,556.0,212.0,903.0,Control,115.0,1595.0,8.5,61.5,0.020298404,0.002489781,0.003828203,0.010302861,,0.020271352,0.01958592,130,2.0,IRGC 38535
130_3,292.0,550.0,208.0,903.0,Control,114.0,1044.0,8.5,55.0,0.039678062,0.08528428099999999,0.010071223,0.00449647,,0.021133502000000002,0.020977700000000002,130,3.0,IRGC 38535
130_4,296.0,563.0,194.0,900.0,Control,,,,,,,,,,,,130,,IRGC 38535
130_5,272.0,587.0,198.0,905.0,Control,,,,,,,,,,,,130,,IRGC 38535
131_1,210.0,613.0,164.0,570.0,Control,76.0,891.0,7.0,60.5,0.031380684,0.099219621,0.0066601640000000005,0.00449647,,0.023556344,0.02525606,131,1.0,IRGC 39559
131_2,224.0,558.0,170.0,571.0,Control,49.0,547.0,5.5,50.0,,,,,,0.01481294,0.014362200000000002,131,2.0,IRGC 39559
131_3,197.0,573.0,174.0,570.0,Control,88.0,617.0,6.5,54.0,,,,,,0.018459634,0.01782246,131,3.0,IRGC 39559
131_4,225.0,540.0,154.0,575.0,Control,,,,,,,,,,,,131,,IRGC 39559
131_5,227.0,515.0,167.0,578.0,Control,,,,,,,,,,,,131,,IRGC 39559
132_1,237.0,552.0,176.0,601.0,Control,72.0,655.0,5.0,54.0,0.026779788,0.029542921,0.014068203999999999,0.0014771460000000001,,0.018275976,0.01760834,132,1.0,IRGC 43826
132_2,237.0,640.0,168.0,602.0,Control,76.0,583.0,5.0,48.0,0.031897492,0.12244518800000001,0.007122238,0.006819026,,0.022109536000000003,0.02265632,132,2.0,IRGC 43826
132_3,230.0,571.0,171.0,604.0,Control,81.0,475.0,8.0,46.0,,,,,,0.018390662,0.01795376,132,3.0,IRGC 43826
132_4,230.0,570.0,157.0,608.0,Control,,,,,,,,,,,,132,,IRGC 43826
132_5,229.0,605.0,165.0,600.0,Control,,,,,,,,,,,,132,,IRGC 43826
133_1,282.0,518.0,189.0,800.0,Control,70.0,454.0,13.0,37.5,0.015149629,0.243218135,0.0040230759999999996,0.008909327,,0.019986642,0.01945866,133,1.0,IRGC 43860
133_2,307.0,574.0,183.0,802.0,Control,62.0,424.0,5.0,39.0,0.041337537,0.113154961,0.008278709,0.0031029359999999997,,0.018376226000000002,0.02116152,133,2.0,IRGC 43860
133_3,296.0,499.0,193.0,804.0,Control,30.0,227.0,4.0,33.5,0.022076557000000004,0.00574136,0.003962874,0.00821256,,0.013713398,0.01288154,133,3.0,IRGC 43860
133_4,274.0,536.0,175.0,800.0,Control,,,,,,,,,,,,133,,IRGC 43860
133_5,275.0,518.0,166.0,807.0,Control,,,,,,,,,,,,133,,IRGC 43860
134_1,256.0,568.0,178.0,707.0,Control,56.0,467.0,4.5,43.5,0.020618984,0.15031586800000002,0.114503817,0.080639168,,0.014485723999999998,0.01369358,134,1.0,IRGC 43862
134_2,256.0,575.0,176.0,708.0,Control,87.0,832.0,7.25,51.0,0.038018586,0.12244518800000001,0.021442172000000002,0.075994054,,0.0155989,0.014665200000000001,134,2.0,IRGC 43862
134_3,251.0,586.0,199.0,708.0,Control,100.0,982.0,8.5,55.0,0.035077166,0.052768487999999995,0.009378803,0.0037997029999999998,,0.02178232,0.02138978,134,3.0,IRGC 43862
134_4,245.0,570.0,190.0,706.0,Control,,,,,,,,,,,,134,,IRGC 43862
134_5,258.0,572.0,159.0,702.0,Control,,,,,,,,,,,,134,,IRGC 43862
135_1,286.0,512.0,199.0,821.0,Control,63.0,649.0,6.5,47.0,0.013891947,0.0012123289999999998,0.08014748599999999,0.036812523,,0.016644708,0.01587518,135,1.0,IRGC 43872
135_2,281.0,561.0,195.0,823.0,Control,95.0,905.0,8.0,50.5,0.022561325,0.0029542920000000003,0.010545700000000002,0.057413600999999995,,0.018020138,0.0177356,135,2.0,IRGC 43872
135_3,277.0,554.0,174.0,830.0,Control,94.0,770.0,10.5,52.0,0.014036999,0.0014771460000000001,0.001845209,0.003990152,,0.018102744,0.01782448,135,3.0,IRGC 43872
135_4,292.0,557.0,187.0,824.0,Control,,,,,,,,,,,,135,,IRGC 43872
135_5,296.0,540.0,184.0,828.0,Control,,,,,,,,,,,,135,,IRGC 43872
136_1,275.0,614.0,186.0,768.0,Control,67.0,693.0,4.0,35.5,0.013790242,0.071348941,0.0050411629999999995,0.0042642140000000005,,0.01749964,0.01659026,136,1.0,IRGC 43915
136_2,267.0,515.0,178.0,767.0,Control,55.0,626.0,5.5,36.75,0.017673415,0.057413600999999995,0.007489371,0.020252693999999998,,0.020778216000000002,0.02100598,136,2.0,IRGC 43915
136_3,253.0,583.0,155.0,764.0,Control,57.0,562.0,3.0,36.0,,,,,,0.017396182,0.01673166,136,3.0,IRGC 43915
136_4,281.0,532.0,182.0,767.0,Control,,,,,,,,,,,,136,,IRGC 43915
136_5,272.0,574.0,170.0,769.0,Control,,,,,,,,,,,,136,,IRGC 43915
137_1,259.0,598.0,180.0,596.0,Control,103.0,994.0,6.5,56.0,0.022328244,0.15031586800000002,0.005564684,0.007748049,,0.019106046,0.0186648,137,1.0,IRGC 43999
137_2,221.0,585.0,153.0,594.0,Control,66.0,804.0,7.5,59.0,0.031380684,0.108509848,0.004525985,0.005657748000000001,,0.022192142,0.02258158,137,2.0,IRGC 43999
137_3,228.0,578.0,148.0,591.0,Control,138.0,1050.0,8.0,61.0,,,,,,0.01511369,0.01448542,137,3.0,IRGC 43999
137_4,231.0,542.0,162.0,590.0,Control,,,,,,,,,,,,137,,IRGC 43999
137_5,229.0,567.0,158.0,594.0,Control,,,,,,,,,,,,137,,IRGC 43999
138_1,299.0,560.0,207.0,871.0,Control,128.0,1209.0,5.5,63.4,0.02480916,0.19676700100000002,0.007544825,0.07051282099999999,,0.017883798,0.01733564,138,1.0,IRGC 49094
138_2,287.0,550.0,196.0,867.0,Control,153.0,1960.0,8.0,64.5,0.013075285,0.20141211399999998,0.003438563,0.012160907,,0.023282862,0.02447432,138,2.0,IRGC 49094
138_3,310.0,634.0,208.0,867.0,Control,62.0,518.0,8.0,70.0,0.038596637,0.094574508,0.004547197,0.010302861,,0.016105763999999998,0.01524292,138,3.0,IRGC 49094
138_4,236.0,547.0,173.0,863.0,Control,,,,,,,,,,,,138,,IRGC 49094
138_5,292.0,554.0,215.0,862.0,Control,,,,,,,,,,,,138,,IRGC 49094
139_1,262.0,594.0,197.0,825.0,Control,117.0,1162.0,6.5,57.5,0.024817457999999997,0.173541434,0.004877267,0.008909327,,0.022962864,0.02362592,139,1.0,IRGC 49127
139_2,279.0,568.0,206.0,816.0,Control,103.0,554.0,6.5,58.0,0.036359111,0.075994054,0.007379255,0.00287068,,0.018688204,0.01842038,139,2.0,IRGC 49127
139_3,272.0,590.0,172.0,819.0,Control,88.0,874.0,6.0,57.0,0.027156133,0.154960981,0.004829074,0.077480491,,0.017477986,0.016917500000000002,139,3.0,IRGC 49127
139_4,270.0,597.0,195.0,825.0,Control,,,,,,,,,,,,139,,IRGC 49127
139_5,255.0,581.0,203.0,820.0,Control,,,,,,,,,,,,139,,IRGC 49127
140_1,227.0,728.0,179.0,755.0,Control,127.0,978.0,8.0,57.0,0.019839031,0.002489781,0.000932175,0.086770717,,0.017060144,0.016362,140,1.0,IRGC 49182
140_2,223.0,652.0,173.0,760.0,Control,75.0,666.0,6.5,48.5,0.01652008,0.224637681,0.003870005,0.003293385,,0.015110482,0.01427534,140,2.0,IRGC 49182
140_3,225.0,684.0,176.0,754.0,Control,82.0,500.0,7.5,44.0,0.026402257000000002,0.062058714,0.009151135,0.0042642140000000005,,0.020143834,0.01987882,140,3.0,IRGC 49182
140_4,221.0,642.0,171.0,758.0,Control,,,,,,,,,,,,140,,IRGC 49182
140_5,218.0,668.0,137.0,763.0,Control,,,,,,,,,,,,140,,IRGC 49182
141_1,293.0,492.0,227.0,765.0,Control,88.0,567.0,7.5,54.0,,,,,,0.012684431999999999,0.01217454,141,1.0,IRGC 49242
141_2,285.0,493.0,227.0,763.0,Control,146.0,838.0,8.0,60.5,0.021372662999999997,0.002489781,0.069734853,0.178186548,,0.02457729,0.04406024,141,2.0,IRGC 49242
141_3,289.0,500.0,205.0,762.0,Control,112.0,1016.0,7.5,57.5,0.034699635,0.075994054,0.004839093,0.006354515,,0.020316264,0.03108578,141,3.0,IRGC 49242
141_4,300.0,464.0,206.0,760.0,Control,,,,,,,,,,,,141,,IRGC 49242
141_5,297.0,464.0,212.0,764.0,Control,,,,,,,,,,,,141,,IRGC 49242
142_1,241.0,645.0,199.0,700.0,Control,80.0,875.0,7.0,57.0,0.012371391,0.164251208,0.002985904,0.009373839,,0.020337116000000002,0.01972126,142,1.0,IRGC 49257
142_2,247.0,558.0,158.0,698.0,Control,,,,,,,,,,0.016979944,0.01612768,142,2.0,IRGC 49257
142_3,228.0,606.0,182.0,697.0,Control,179.0,1482.0,8.5,69.0,0.019989767,0.23857302100000002,0.006950535999999999,0.007980305,,0.017337636,0.01664682,142,3.0,IRGC 49257
142_4,232.0,569.0,182.0,702.0,Control,,,,,,,,,,,,142,,IRGC 49257
142_5,244.0,620.0,179.0,703.0,Control,,,,,,,,,,,,142,,IRGC 49257
143_1,274.0,596.0,178.0,861.0,Control,80.0,570.0,8.0,54.0,0.044003760999999995,0.020252693999999998,0.015772561,0.0005481230000000001,,0.012528843999999999,0.01467732,143,1.0,IRGC 49333
143_2,295.0,579.0,189.0,863.0,Control,37.0,517.0,1.5,11.0,0.023761616,0.113154961,0.007404318000000001,0.005193237,,0.021845677999999997,0.0218463,143,2.0,IRGC 49333
143_3,304.0,617.0,199.0,865.0,Control,,,4.5,43.0,,,,,,,,143,3.0,IRGC 49333
143_4,289.0,587.0,178.0,863.0,Control,,,,,,,,,,,,143,,IRGC 49333
143_5,279.0,616.0,189.0,860.0,Control,,,,,,,,,,,,143,,IRGC 49333
144_1,222.0,591.0,172.0,663.0,Control,52.0,516.0,7.5,44.5,,,,,,0.018099536,0.01633574,144,1.0,IRGC 49375
144_2,223.0,612.0,173.0,663.0,Control,88.0,673.0,5.5,38.5,0.019544097,0.0029542920000000003,0.004657941,0.010302861,,0.01581143,0.01520858,144,2.0,IRGC 49375
144_3,221.0,598.0,170.0,665.0,Control,69.0,663.0,10.0,40.5,0.024798788999999998,0.182831661,0.00262876,0.007283538000000001,,0.021564176,0.02153926,144,3.0,IRGC 49375
144_4,234.0,609.0,175.0,661.0,Control,,,,,,,,,,,,144,,IRGC 49375
144_5,240.0,618.0,154.0,665.0,Control,,,,,,,,,,,,144,,IRGC 49375
145_1,264.0,709.0,193.0,885.0,Control,125.0,798.0,7.5,52.0,0.011362222,0.002489781,0.003981691,0.010535117,,0.01691017,0.01594184,145,1.0,IRGC 53479
145_2,265.0,753.0,189.0,885.0,Control,61.0,526.0,7.5,42.0,0.020668769,0.20141211399999998,0.0051703040000000006,0.005890004,,0.014142468,0.01354814,145,2.0,IRGC 53479
145_3,248.0,686.0,177.0,885.0,Control,89.0,697.0,7.5,59.0,0.03721374,0.154960981,0.007094258000000001,0.006819026,,0.01380242,0.01314616,145,3.0,IRGC 53479
145_4,256.0,728.0,190.0,881.0,Control,,,,,,,,,,,,145,,IRGC 53479
145_5,257.0,742.0,188.0,885.0,Control,,,,,,,,,,,,145,,IRGC 53479
146_1,376.0,613.0,187.0,851.0,Control,82.0,649.0,8.5,47.0,0.011880808,0.243218135,0.002961727,0.01146414,,0.016331928,0.01565702,146,1.0,IRGC 53483
146_2,293.0,532.0,204.0,851.0,Control,63.0,483.0,5.7,42.0,0.06336431,0.099219621,0.008906915999999999,0.00287068,,0.014477704,0.013655200000000003,146,2.0,IRGC 53483
146_3,287.0,616.0,189.0,853.0,Control,66.0,454.0,10.0,38.0,0.015464238,0.048123374000000003,0.008038974,0.00039019,,0.01502547,0.01424908,146,3.0,IRGC 53483
146_4,285.0,567.0,195.0,854.0,Control,,,,,,,,,,,,146,,IRGC 53483
146_5,267.0,575.0,177.0,855.0,Control,,,,,,,,,,,,146,,IRGC 53483
147_1,317.0,506.0,187.0,964.0,Control,93.0,632.0,8.0,47.5,0.030299259,0.131735414,0.004390067,0.079803047,,0.01462848,0.013826900000000001,147,1.0,IRGC 53484
147_2,329.0,494.0,190.0,965.0,Control,72.0,632.0,7.5,47.0,0.042997013,0.057413600999999995,0.082294904,0.020252693999999998,,0.0197693,0.01893346,147,2.0,IRGC 53484
147_3,323.0,548.0,215.0,962.0,Control,124.0,1200.0,9.5,60.0,0.0016526870000000001,0.002489781,0.004579855999999999,0.006354515,,0.0184861,0.0181497,147,3.0,IRGC 53484
147_4,328.0,547.0,210.0,966.0,Control,,,,,,,,,,,,147,,IRGC 53484
147_5,320.0,513.0,208.0,965.0,Control,,,,,,,,,,,,147,,IRGC 53484
148_1,265.0,566.0,194.0,827.0,Control,155.0,1127.0,10.0,56.0,,,,,,0.018186953999999998,0.02113122,148,1.0,IRGC 53500
148_2,269.0,597.0,191.0,827.0,Control,93.0,565.0,10.0,45.0,0.021372662999999997,0.0005481230000000001,0.006132377,0.007980305,,0.01824951,0.01783458,148,2.0,IRGC 53500
148_3,251.0,580.0,191.0,828.0,Control,105.0,923.0,9.25,51.0,0.017651289,0.0029542920000000003,0.003914344,0.00821256,,,,148,3.0,IRGC 53500
148_4,253.0,586.0,198.0,828.0,Control,,,,,,,,,,,,148,,IRGC 53500
148_5,269.0,554.0,196.0,829.0,Control,,,,,,,,,,,,148,,IRGC 53500
149_1,268.0,602.0,189.0,773.0,Control,56.0,438.0,7.0,40.5,0.023761616,0.173541434,0.005875854,0.0040319579999999995,,0.021047688,0.02052522,149,1.0,IRGC 53529
149_2,277.0,497.0,189.0,774.0,Control,71.0,582.0,6.0,45.5,,,,,,0.01964098,0.01927282,149,2.0,IRGC 53529
149_3,284.0,561.0,218.0,771.0,Control,48.0,352.0,4.5,49.5,,,,,,0.010242342,0.0097869,149,3.0,IRGC 53529
149_4,258.0,502.0,198.0,771.0,Control,,,,,,,,,,,,149,,IRGC 53529
149_5,280.0,518.0,184.0,771.0,Control,,,,,,,,,,,,149,,IRGC 53529
150_1,275.0,592.0,201.0,838.0,Control,,,,,,,,,,0.01625654,0.01561864,150,1.0,IRGC 53541
150_2,247.0,602.0,171.0,838.0,Control,131.0,1310.0,10.0,57.5,0.018179555,0.0034188029999999998,0.002696648,0.154960981,,0.022613192,0.02295932,150,2.0,IRGC 53541
150_3,241.0,612.0,194.0,840.0,Control,101.0,1060.0,8.5,58.0,0.015356076000000001,0.005276849,0.006622967,0.007051282,,,,150,3.0,IRGC 53541
150_4,262.0,585.0,178.0,838.0,Control,,,,,,,,,,,,150,,IRGC 53541
150_5,261.0,596.0,181.0,839.0,Control,,,,,,,,,,,,150,,IRGC 53541
151_1,257.0,628.0,190.0,779.0,Control,,,,,0.027910305,0.178186548,0.0075596330000000005,0.005193237,,,,151,1.0,IRGC 58736
151_2,239.0,615.0,179.0,780.0,Control,,,,,0.016537313,0.0034188029999999998,0.003663885,0.010999628000000001,,0.00601099,0.00584992,151,2.0,IRGC 58736
151_3,266.0,619.0,177.0,774.0,Control,37.0,182.0,4.0,27.0,0.02738773,0.0034188029999999998,0.0043329679999999995,0.002480491,,,,151,3.0,IRGC 58736
151_4,231.0,625.0,189.0,772.0,Control,,,,,,,,,,,,151,,IRGC 58736
151_5,254.0,596.0,176.0,772.0,Control,,,,,,,,,,,,151,,IRGC 58736
152_1,238.0,717.0,178.0,823.0,Control,96.0,1014.0,5.75,60.5,0.020668769,0.094574508,0.00851311,0.00449647,,0.016740146,0.0161297,152,1.0,IRGC 58824
152_2,241.0,703.0,170.0,820.0,Control,98.0,983.0,7.0,61.0,0.04797544,0.071348941,0.011203901,0.0031029359999999997,,0.011663486,0.01100698,152,2.0,IRGC 58824
152_3,228.0,678.0,158.0,825.0,Control,218.0,1695.0,11.0,60.0,,,,,,0.027378676,0.04972836,152,3.0,IRGC 58824
152_4,223.0,729.0,177.0,824.0,Control,,,,,,,,,,,,152,,IRGC 58824
152_5,227.0,707.0,174.0,827.0,Control,,,,,,,,,,,,152,,IRGC 58824
153_1,248.0,524.0,193.0,714.0,Control,,,,,,,,,,0.012216063999999999,0.01158066,153,1.0,IRGC 63517
153_2,254.0,496.0,214.0,712.0,Control,,,,,0.020668769,0.0029542920000000003,0.002904082,0.154960981,,0.009013678,0.00878902,153,2.0,IRGC 63517
153_3,249.0,482.0,190.0,717.0,Control,,,,,0.015464238,0.080639168,0.004550793,0.002712746,,0.017747458,0.01673368,153,3.0,IRGC 63517
153_4,285.0,539.0,212.0,720.0,Control,,,,,,,,,,,,153,,IRGC 63517
153_5,258.0,507.0,202.0,715.0,Control,,,,,,,,,,,,153,,IRGC 63517
154_1,261.0,614.0,182.0,700.0,Control,69.0,578.0,5.5,48.5,0.025970793,0.12244518800000001,0.003371913,0.044964697000000005,,,,154,1.0,IRGC 64778
154_2,248.0,595.0,175.0,704.0,Control,64.0,694.0,6.0,51.0,0.034699635,0.141025641,0.003663885,0.008677072,,0.02112468,0.02085044,154,2.0,IRGC 64778
154_3,254.0,554.0,173.0,708.0,Control,,,,,,,,,,0.017124304,0.01642058,154,3.0,IRGC 64778
154_4,255.0,532.0,173.0,710.0,Control,,,,,,,,,,,,154,,IRGC 64778
154_5,246.0,618.0,178.0,707.0,Control,,,,,,,,,,,,154,,IRGC 64778
155_1,234.0,584.0,159.0,608.0,Control,43.0,480.0,4.0,35.0,0.029721208,0.103864734,0.005850663000000001,0.004960981,,0.01832971,0.01766692,155,1.0,IRGC 66801
155_2,224.0,547.0,167.0,604.0,Control,73.0,529.0,4.0,32.5,0.039225855,0.145670754,0.005741325,0.0012030839999999999,,0.01964499,0.01869106,155,2.0,IRGC 66801
155_3,230.0,562.0,168.0,603.0,Control,59.0,460.0,4.0,33.5,0.047523233,0.15031586800000002,0.004631596,0.006354515,,0.018953666,0.02064238,155,3.0,IRGC 66801
155_4,232.0,563.0,166.0,604.0,Control,,,,,,,,,,,,155,,IRGC 66801
155_5,232.0,560.0,166.0,602.0,Control,,,,,,,,,,,,155,,IRGC 66801
156_1,251.0,550.0,179.0,657.0,Control,174.0,1229.0,11.0,58.0,0.023761616,0.15031586800000002,0.00651609,0.006819026,,0.02247204,0.022805799999999998,156,1.0,IRGC 66815
156_2,272.0,502.0,192.0,654.0,Control,90.0,633.0,10.2,49.9,,,,,,0.01705854,0.01633372,156,2.0,IRGC 66815
156_3,286.0,536.0,181.0,652.0,Control,70.0,704.0,9.0,52.0,0.025835961,0.19212188800000002,0.004661174000000001,0.054254924,,0.013672496000000001,0.01291588,156,3.0,IRGC 66815
156_4,256.0,516.0,175.0,653.0,Control,,,,,,,,,,,,156,,IRGC 66815
156_5,238.0,486.0,165.0,652.0,Control,,,,,,,,,,,,156,,IRGC 66815
157_1,272.0,506.0,181.0,698.0,Control,106.0,646.0,10.0,49.5,0.032940591,0.094574508,0.006565751,0.043478261,,0.01738335,0.01645088,157,1.0,IRGC 66831
157_2,272.0,520.0,179.0,702.0,Control,75.0,795.0,5.5,59.0,0.041337537,0.16889632100000002,0.0073801809999999995,0.006819026,,0.014920408000000001,0.01449552,157,2.0,IRGC 66831
157_3,274.0,538.0,172.0,703.0,Control,87.0,786.0,11.0,49.5,0.022414774,0.219992568,0.007740011,0.007515793000000001,,0.015291734,0.01441472,157,3.0,IRGC 66831
